id_animal,numero_microchip,nome_animal,especie,raca,cor_base,sexo,idade_animal
56800,981020021435316,Charlie,Gato,Domestic Short Hair,Laranja e Branco,Macho,63
56801,981020021446639,Zeppo,Gato,Domestic Short Hair,Preto e Marrom,Macho,16
56801,981020021446639,Zeppo,Gato,Domestic Short Hair,Preto e Marrom,Macho,16
56802,981020021425686,Nectarine,Gato,Domestic Short Hair,Preto e Marrom,Femea,16
56802,981020021425686,Nectarine,Gato,Domestic Short Hair,Preto e Marrom,Femea,16
56803,981020021492812,Peaches,Gato,Domestic Short Hair,Preto e Marrom,Femea,16
56803,981020021492812,Peaches,Gato,Domestic Short Hair,Preto e Marrom,Femea,16
56804,981020021457275,Groucho,Gato,Domestic Short Hair,Preto e Branco,Macho,16
56804,981020021457275,Groucho,Gato,Domestic Short Hair,Preto e Branco,Macho,16
56805,0A13387A64,Roger,Cachorro,Pitbull,Marrom,Macho,71
56805,0A13387A64,Roger,Cachorro,Pitbull,Marrom,Macho,71
56808,981020021050144,Linea,Cachorro,Pitbull,Branco e Preto,Femea,20
56809,981020021058845,Mystic,Gato,Domestic Short Hair,Preto,Femea,35
56810,981020021452906,Ms. Buttons,Gato,Domestic Short Hair,Tabbico,Femea,24
56810,981020021452906,Ms. Buttons,Gato,Domestic Short Hair,Tabbico,Femea,24
56811,981020021053111,Bella,Cachorro,Spaniel,Castanho e Branco,Femea,28
56812,981020021077629,Ziggy,Gato,Domestic Short Hair,Preto e Branco,Femea,34
56813,None,Rascal,Gato,Domestic Short Hair,"Marrom, Preto e Branco",Macho,148
56814,None,Willis,Cachorro,Mountain Cur,Marrom,Macho,34
56815,981020021401394,Henrietta,Gato,Domestic Short Hair,Preto,Femea,51
56815,981020021401394,Henrietta,Gato,Domestic Short Hair,Preto,Femea,51
56816,981020021483735,Hena,Gato,Domestic Short Hair,Laranja,Femea,17
56816,981020021483735,Hena,Gato,Domestic Short Hair,Laranja,Femea,17
56816,981020021483735,Hena,Gato,Domestic Short Hair,Laranja,Femea,17
56817,981020021491642,Hector,Gato,Domestic Short Hair,Preto,Macho,17
56817,981020021491642,Hector,Gato,Domestic Short Hair,Preto,Macho,17
56817,981020021491642,Hector,Gato,Domestic Short Hair,Preto,Macho,17
56818,981020021853389,Harrison,Gato,Domestic Short Hair,Preto,Macho,17
56818,981020021853389,Harrison,Gato,Domestic Short Hair,Preto,Macho,17
56818,981020021853389,Harrison,Gato,Domestic Short Hair,Preto,Macho,17
56825,None,Ruby,Ourico,Hedgehog,Marrom,Desconhecido,28
56825,None,Ruby,Ourico,Hedgehog,Marrom,Desconhecido,28
56826,None,Chief,Cachorro,German Shepherd Dog,Preto e Marrom,Macho,88
56827,981020021836483,Leroy,Cachorro,Pitbull,Castanho e Branco,Macho,28
56827,981020021836483,Leroy,Cachorro,Pitbull,Castanho e Branco,Macho,28
56828,0A10785A1E,Lucy,Cachorro,Shep Mix,Preto e Castanho,Femea,158
56828,0A10785A1E,Lucy,Cachorro,Shep Mix,Preto e Castanho,Femea,158
56828,0A10785A1E,Lucy,Cachorro,Shep Mix,Preto e Castanho,Femea,158
56828,0A10785A1E,Lucy,Cachorro,Shep Mix,Preto e Castanho,Femea,158
56829,981020019071757,Jacky,Gato,Domestic Long Hair,Tartaruga,Femea,107
56830,981020021480024,Suki,Gato,Domestic Short Hair,Tartaruga,Femea,21
56831,None,Boomer,Gato,Domestic Short Hair,Preto e Marrom,Macho,51
56832,0A12397828,Jack,Cachorro,Labrador Retriever/Border Collie,Preto,Macho,114
56833,981020021444275,Amelia,Gato,Domestic Short Hair,Cinza e Branco,Femea,88
56834,981020021511922,Ann,Cachorro,Beagle,Castanho e Branco,Femea,45
56834,981020021511922,Ann,Cachorro,Beagle,Castanho e Branco,Femea,45
56834,981020021511922,Ann,Cachorro,Beagle,Castanho e Branco,Femea,45
56834,981020021511922,Ann,Cachorro,Beagle,Castanho e Branco,Femea,45
56835,981020021508905,Addie,Cachorro,Beagle,Castanho e Branco,Femea,76
56838,None,December,Cachorro,Great Pyrenees,Branco,Femea,160
56839,981020021429492,Finn,Cachorro,Finnish Spitz,Vermelho,Macho,39
56839,981020021429492,Finn,Cachorro,Finnish Spitz,Vermelho,Macho,39
56840,981020017476247,Yellow,Gato,Domestic Short Hair,Laranja,Macho,62
56841,981020021474977,Kota,Cachorro,Australian Shepherd,Branco,Macho,34
56841,981020021474977,Kota,Cachorro,Australian Shepherd,Branco,Macho,34
56843,None,Butterscotch,Porquinho-da-India,American Crested,Branco e Castanho,Femea,45
56844,None,Koa,Cachorro,Coonhound,Preto e Castanho,Femea,37
56846,None,Midnight,Gato,Domestic Short Hair,Preto,Femea,184
56847,None,Jackie,Coelho Domestico,Angora,Preto,Macho,39
56848,981020021077292,Moon,Gato,Domestic Short Hair,Preto e Cinza,Macho,51
56849,981020023537525,Antonia,Gato,Domestic Short Hair,Preto e Cinza,Femea,63
56849,981020023537525,Antonia,Gato,Domestic Short Hair,Preto e Cinza,Femea,63
56850,981020021484550,Piero,Gato,Domestic Short Hair,Preto e Cinza,Macho,29
56850,981020021484550,Piero,Gato,Domestic Short Hair,Preto e Cinza,Macho,29
56852,981020021071518,Simba,Cachorro,Golden Retriever,Dourado,Macho,19
56853,981020021065688,Miles,Gato,Domestic Short Hair,Preto,Macho,39
56854,981020021054109,Carmen,Gato,Domestic Short Hair,Preto,Femea,39
56855,981020021453554,Olive,Gato,Domestic Short Hair,Torbie,Femea,38
56855,981020021453554,Olive,Gato,Domestic Short Hair,Torbie,Femea,38
56856,None,Midnight,Cachorro,Pitbull,Preto,Femea,25
56856,None,Midnight,Cachorro,Pitbull,Preto,Femea,25
56859,None,Buster,Gato,Domestic Short Hair,Preto,Macho,1203
56860,None,Rocky,Cachorro,Labrador Retriever,Chocolate,Macho,36
56862,981020017670091,Jasper,Gato,Domestic Short Hair,Bege,Macho,30
56863,981020017688668,Lucy,Gato,Domestic Short Hair,Tartaruga,Femea,31
56864,None,Henry,Cachorro,Labrador Retriever,Preto,Macho,136
56865,None,Willy,Gato,Domestic Short Hair,Preto,Macho,28
56867,981020021505673,Lenny,Cachorro,Jack Russell Terrier/Miniature Pinscher,Marrom e Preto,Macho,18
56870,None,Zaro,Cachorro,Labrador Retriever/Mix,Chocolate,Macho,21
56871,981020021451725,Bonnie,Cachorro,Schnauzer/Terrier,Preto,Femea,135
56872,None,Ashe,Chinchila,Chinchilla,Cinza e Branco,Macho,27
56873,None,Oreo,Rato,Fancy,Preto,Femea,51
56874,None,Ratitui,Rato,Fancy,Branco e Castanho,Femea,51
56875,981020021438707,Quark,Gato,Domestic Short Hair,Laranja,Macho,19
56876,None,Fred,Cachorro,Jack Russell Terrier/Chihuahua,Branco e Marrom,Macho,19
56877,981020021485635,Cher,Gato,Domestic Short Hair,Cinza,Femea,19
56878,981020021489191,Sunny,Gato,Domestic Short Hair,Preto e Marrom,Macho,19
56881,981020021462216,Maycee,Cachorro,Labrador Retriever/Rottweiler,Preto,Femea,35
56881,981020021462216,Maycee,Cachorro,Labrador Retriever/Rottweiler,Preto,Femea,35
56881,981020021462216,Maycee,Cachorro,Labrador Retriever/Rottweiler,Preto,Femea,35
56882,981020007615843,Harley,Gato,Domestic Short Hair,Bege,Macho,63
56883,981020021449746,Mr. Whiggins,Gato,Domestic Short Hair,Preto e Cinza,Macho,20
56884,981020021487957,Benny,Cachorro,Schnauzer,Prata,Macho,145
56886,981020021471713,Cartman,Cachorro,"Terrier/Schnauzer, Miniature",Preto,Macho,27
56887,981020021497355,Jiffy,Gato,Domestic Short Hair,Preto e Marrom,Macho,18
56892,None,Tripod,Cachorro,"Poodle, Miniature",Branco,Macho,135
56893,None,Tinker,Gato,Domestic Short Hair,Tabbico,Femea,51
56894,None,Rusty,Gato,Domestic Short Hair,Laranja,Macho,51
56895,None,Dante,Cachorro,Boston Terrier,Tigrado e Branco,Desconhecido,102
56896,None,Jack,Cachorro,Cattle Dog/Mix,Branco e Preto,Macho,159
56897,None,Jill,Cachorro,Labrador Retriever/Mix,Preto,Femea,159
56899,981020021500195,Cory,Gato,Domestic Short Hair,Bege,Macho,19
56900,981020021507554,Topanga,Gato,Domestic Short Hair,Tartaruga,Femea,19
56901,981020021452860,Tony,Gato,Domestic Short Hair,Laranja,Macho,18
56902,981020021502215,Schwartz,Gato,Domestic Long Hair,Laranja,Macho,18
56903,981020021433971,Noodle,Gato,Domestic Medium Hair,Bege e Branco,Macho,17
56904,981020021444224,Carol,Gato,Domestic Medium Hair,Calico Diluido,Femea,17
56905,981020021472969,Portia,Gato,Domestic Medium Hair,Preto e Marrom,Femea,17
56906,981020021467684,Whisper,Gato,Domestic Medium Hair,Preto e Marrom,Femea,17
56907,981020021439190,Dukes,Gato,Domestic Medium Hair,Branco,Macho,17
56908,981020021448188,Dugger,Gato,Domestic Medium Hair,Branco e Cinza,Macho,17
56908,981020021448188,Dugger,Gato,Domestic Medium Hair,Branco e Cinza,Macho,17
56909,981020021459218,Bud,Gato,Domestic Medium Hair,Preto e Marrom,Macho,17
56910,981020021451160,Tyrell,Gato,Domestic Medium Hair,Preto e Marrom,Macho,17
56911,981020021499151,Buck,Gato,Domestic Long Hair,Branco e Cinza,Macho,17
56911,981020021499151,Buck,Gato,Domestic Long Hair,Branco e Cinza,Macho,17
56912,981020021423889,Emma,Cachorro,Plott Hound/Mix,Tigrado,Femea,23
56916,981020021442707,KitKat,Gato,Domestic Short Hair,Laranja e Branco,Macho,17
56916,981020021442707,KitKat,Gato,Domestic Short Hair,Laranja e Branco,Macho,17
56917,981020021401942,Reese`s,Gato,Domestic Long Hair,Tabbico,Femea,17
56917,981020021401942,Reese`s,Gato,Domestic Long Hair,Tabbico,Femea,17
56918,981020021450647,Butterfinger,Gato,Domestic Long Hair,Laranja,Femea,17
56918,981020021450647,Butterfinger,Gato,Domestic Long Hair,Laranja,Femea,17
56919,981020021477570,Hershey,Gato,Domestic Short Hair,Preto e Marrom,Macho,17
56919,981020021477570,Hershey,Gato,Domestic Short Hair,Preto e Marrom,Macho,17
56920,981020021502656,Daisy,Gato,Domestic Short Hair,Cinza e Branco,Femea,123
56921,981020021495276,Baker,Gato,Domestic Short Hair,Laranja,Macho,20
56922,981020021473293,Muffins,Gato,Domestic Short Hair,Torbie,Femea,22
56923,981020021487670,Biscuits,Gato,Domestic Short Hair,Laranja,Macho,20
56925,981020021460398,Rocky,Cachorro,Beagle/Mix,Branco e Preto,Macho,22
56926,981020021434333,Yertle,Gato,Domestic Short Hair,Tartaruga Diluida,Femea,104
56927,None,Blu,Cachorro,Labrador Retriever,Preto,Macho,25
56928,None,Joey,Cachorro,"Bulldog, French",Branco,Macho,27
56929,None,Mitsy,Gato,Domestic Short Hair,Cinza,Femea,87
56931,981020021441038,Luna Fuzzball,Gato,Domestic Short Hair,Branco e Preto,Femea,37
56931,981020021441038,Luna Fuzzball,Gato,Domestic Short Hair,Branco e Preto,Femea,37
56932,None,Villa Manillae,Gato,Domestic Short Hair,Preto,Macho,0
56933,981020021503711,Water Strider,Gato,Domestic Short Hair,Branco e Preto,Femea,18
56933,981020021503711,Water Strider,Gato,Domestic Short Hair,Branco e Preto,Femea,18
56934,981020021476039,Cicada,Gato,Domestic Short Hair,Branco e Preto,Macho,18
56934,981020021476039,Cicada,Gato,Domestic Short Hair,Branco e Preto,Macho,18
56935,None,Mickey,Gato,Domestic Short Hair,Cinza,Macho,74
56936,None,Bently,Cachorro,Boston Terrier,Preto e Branco,Macho,123
56937,981020021856699,Chief,Cachorro,Labrador Retriever/Alaskan Malamute,Branco e Fígado,Macho,27
56937,981020021856699,Chief,Cachorro,Labrador Retriever/Alaskan Malamute,Branco e Fígado,Macho,27
56937,981020021856699,Chief,Cachorro,Labrador Retriever/Alaskan Malamute,Branco e Fígado,Macho,27
56938,981020017700518,Cliff,Cachorro,Newfoundland Dog/Labrador Retriever,Preto,Macho,39
56940,981020021844884,Malesia,Gato,Domestic Short Hair,Cálico,Femea,41
56940,981020021844884,Malesia,Gato,Domestic Short Hair,Cálico,Femea,41
56941,981020021475651,Melissa,Gato,Domestic Short Hair,Cálico,Femea,41
56942,981020021835568,Guinea,Gato,Domestic Long Hair,Preto e Marrom,Macho,16
56942,981020021835568,Guinea,Gato,Domestic Long Hair,Preto e Marrom,Macho,16
56943,0A13410F77,Petey,Cachorro,Boxer,Branco,Macho,111
56944,981020021476265,Parrot,Gato,Domestic Short Hair,"Marrom, Preto e Branco",Macho,16
56944,981020021476265,Parrot,Gato,Domestic Short Hair,"Marrom, Preto e Branco",Macho,16
56945,None,Kaily,Cachorro,Labrador Retriever/Mix,Tigrado,Femea,32
56946,981020021483383,Hummingbird,Gato,Domestic Short Hair,"Marrom, Preto e Branco",Femea,16
56946,981020021483383,Hummingbird,Gato,Domestic Short Hair,"Marrom, Preto e Branco",Femea,16
56947,981020021479378,Kingfisher,Gato,Domestic Short Hair,Laranja,Macho,16
56947,981020021479378,Kingfisher,Gato,Domestic Short Hair,Laranja,Macho,16
56948,981020025664567,Jess,Cachorro,Pitbull/German Shepherd Dog,Preto,Femea,21
56948,981020025664567,Jess,Cachorro,Pitbull/German Shepherd Dog,Preto,Femea,21
56948,981020025664567,Jess,Cachorro,Pitbull/German Shepherd Dog,Preto,Femea,21
56949,None,Rosalie,Gato,Domestic Short Hair,Cinza,Femea,41
56950,981020021495926,Dreamie,Gato,Domestic Short Hair,Laranja e Branco,Macho,43
56952,981020021477601,Johnny,Gato,Domestic Short Hair,Preto e Marrom,Macho,75
56952,981020021477601,Johnny,Gato,Domestic Short Hair,Preto e Marrom,Macho,75
56953,981020021492507,Yuki,Gato,Domestic Short Hair,Cinza,Macho,39
56954,981020021507380,Daisy Jade,Gato,Domestic Short Hair,Preto e Marrom,Femea,37
56954,981020021507380,Daisy Jade,Gato,Domestic Short Hair,Preto e Marrom,Femea,37
56955,None,Mayzie,Gato,Domestic Short Hair,Torbie,Femea,19
56957,None,Stewie,Gato,Domestic Short Hair,Marrom e Preto,Femea,19
56958,None,Buddy,Gato,Domestic Short Hair,Branco e Preto,Desconhecido,0
56959,981020023516543,Greggie,Gato,Domestic Medium Hair,Cinza,Macho,17
56959,981020023516543,Greggie,Gato,Domestic Medium Hair,Cinza,Macho,17
56960,981020021504672,Lacy,Gato,Domestic Short Hair,Preto,Femea,27
56960,981020021504672,Lacy,Gato,Domestic Short Hair,Preto,Femea,27
56960,981020021504672,Lacy,Gato,Domestic Short Hair,Preto,Femea,27
56962,981020023515282,Abby,Gato,Domestic Short Hair,Preto e Marrom,Femea,16
56962,981020023515282,Abby,Gato,Domestic Short Hair,Preto e Marrom,Femea,16
56962,981020023515282,Abby,Gato,Domestic Short Hair,Preto e Marrom,Femea,16
56963,985112004955860,Molly,Cachorro,Terrier,Branco e Marrom,Femea,75
56965,981020021842229,Captain America,Cachorro,Bully Breed Mix,Tigrado e Branco,Macho,51
56965,981020021842229,Captain America,Cachorro,Bully Breed Mix,Tigrado e Branco,Macho,51
56965,981020021842229,Captain America,Cachorro,Bully Breed Mix,Tigrado e Branco,Macho,51
56966,982000410378013,Nigel,Cachorro,Mix,Tigrado e Preto,Macho,51
56967,981020021457184,Justice,Gato,Domestic Short Hair,Preto e Cinza,Femea,16
56967,981020021457184,Justice,Gato,Domestic Short Hair,Preto e Cinza,Femea,16
56968,None,Milo,Cachorro,Chihuahua/Pomeranian,Creme,Macho,39
56969,None,Slim,Cachorro,Chihuahua/Mix,Castanho,Macho,135
56970,981020021501196,Margherita,Cachorro,Shetland Sheepdog Sheltie/Mix,Preto e Castanho,Femea,66
56972,None,Phoebe,Gato,Domestic Short Hair,Laranja,Femea,35
56973,981020021493105,Belion,Gato,Domestic Short Hair,Laranja,Macho,20
56973,981020021493105,Belion,Gato,Domestic Short Hair,Laranja,Macho,20
56974,None,Luna,Rato,Standard,Cinza e Branco,Femea,33
56975,None,Orange,Rato,Standard,Preto e Branco,Femea,33
56976,0A13693425,Parker,Cachorro,Mastiff/Mix,Castanho e Marrom,Macho,68
56978,None,Itty Bitty Peaches,Cachorro,Yorkshire Terrier,Creme,Femea,87
56979,982000407406565,Pookie,Cachorro,Bloodhound/Hound,Marrom,Macho,35
56980,981020021471432,Winona,Cachorro,Beagle,Tricolor,Femea,26
56981,981020021472082,Lizza,Cachorro,Beagle,Branco e Castanho,Femea,26
56982,981020021482812,Woo,Cachorro,Beagle,Branco e Castanho,Macho,26
56983,981020017863031,Charlie,Cachorro,Beagle/Basset Hound,Branco e Castanho,Macho,28
56983,981020017863031,Charlie,Cachorro,Beagle/Basset Hound,Branco e Castanho,Macho,28
56983,981020017863031,Charlie,Cachorro,Beagle/Basset Hound,Branco e Castanho,Macho,28
56984,981020021494285,Dreamweaver,Gato,Domestic Short Hair,Calico Diluido,Femea,50
56985,981020021456470,Shibby,Gato,Domestic Short Hair,Bege,Macho,51
56986,None,Rocky,Cachorro,Pomeranian,Preto Merle,Macho,123
56987,981020021479170,Bagheera,Gato,Domestic Short Hair,Preto,Femea,123
56987,981020021479170,Bagheera,Gato,Domestic Short Hair,Preto,Femea,123
56988,981020021509628,Mr. Blue,Gato,Domestic Short Hair,Cinza,Macho,39
56989,981020021511958,Bunny,Gato,Domestic Short Hair,Preto e Cinza,Macho,21
56992,981020021437149,Hermes,Cachorro,Hound/Labrador Retriever,Branco e Marrom,Macho,32
56992,981020021437149,Hermes,Cachorro,Hound/Labrador Retriever,Branco e Marrom,Macho,32
56993,981020021452150,Charlotte,Gato,Domestic Short Hair,Preto e Cinza,Femea,16
56993,981020021452150,Charlotte,Gato,Domestic Short Hair,Preto e Cinza,Femea,16
56993,981020021452150,Charlotte,Gato,Domestic Short Hair,Preto e Cinza,Femea,16
56994,981020021508647,Cleo,Gato,Domestic Short Hair,Cinza,Femea,24
56996,981020021497645,Sister Sas,Gato,British Shorthair,Branco e Rajado,Femea,87
56997,981020021457986,Meg,Gato,Domestic Short Hair,Preto,Femea,29
56997,981020021457986,Meg,Gato,Domestic Short Hair,Preto,Femea,29
56998,098841374,Watson,Cachorro,Jack Russell Terrier/Mix,Branco e Castanho,Macho,171
56999,None,Thumbelino,Coelho Domestico,American Fuzzy Lop,Branco e Preto,Macho,28
57000,981020021491956,Gabby,Gato,Domestic Short Hair,Branco e Rajado,Femea,16
57000,981020021491956,Gabby,Gato,Domestic Short Hair,Branco e Rajado,Femea,16
57001,981020021837557,Indy,Gato,Domestic Short Hair,Branco e Rajado,Femea,16
57001,981020021837557,Indy,Gato,Domestic Short Hair,Branco e Rajado,Femea,16
57002,981020021501879,Socks,Gato,Domestic Short Hair,Preto e Marrom,Femea,16
57002,981020021501879,Socks,Gato,Domestic Short Hair,Preto e Marrom,Femea,16
57003,None,Puma,Gato,Domestic Short Hair,Preto,Macho,87
57004,981020021840565,Darci,Gato,Domestic Short Hair,Preto e Marrom,Femea,68
57004,981020021840565,Darci,Gato,Domestic Short Hair,Preto e Marrom,Femea,68
57006,0A12640E2C,Loretta,Gato,Domestic Short Hair,Preto e Marrom,Femea,96
57010,None,Coby,Cachorro,Boxer,Branco e Castanho,Macho,84
57011,981020013481276,Cooper,Gato,Domestic Short Hair,Cinza,Macho,60
57013,981020023528139,Mo,Gato,Domestic Long Hair,Cinza e Branco,Femea,25
57013,981020023528139,Mo,Gato,Domestic Long Hair,Cinza e Branco,Femea,25
57016,981020021490928,Boots,Gato,Domestic Short Hair,Preto e Cinza,Femea,19
57016,981020021490928,Boots,Gato,Domestic Short Hair,Preto e Cinza,Femea,19
57017,981020021491024,Oreo,Cachorro,Pitbull/Mix,Branco e Tigrado,Femea,76
57017,981020021491024,Oreo,Cachorro,Pitbull/Mix,Branco e Tigrado,Femea,76
57017,981020021491024,Oreo,Cachorro,Pitbull/Mix,Branco e Tigrado,Femea,76
57018,981020021481049,Sasha,Cachorro,Belgian Shepherd/Australian Shepherd,Branco,Femea,87
57019,981020013563204,Loki,Gato,Domestic Short Hair,Preto,Femea,38
57020,981020011153851,Oreo,Gato,Domestic Short Hair,Preto e Branco,Macho,62
57022,981020021492149,Vicki,Cachorro,Terrier/Hound,Tigrado e Preto,Femea,54
57023,981020021476975,Blakely,Cachorro,Terrier/Hound,Preto e Castanho,Femea,26
57024,981020021844716,Fluffy,Cachorro,Hound/Terrier,Castanho e Preto,Femea,26
57025,981020021444705,Evita,Gato,Domestic Short Hair,Cálico,Femea,23
57025,981020021444705,Evita,Gato,Domestic Short Hair,Cálico,Femea,23
57025,981020021444705,Evita,Gato,Domestic Short Hair,Cálico,Femea,23
57026,0A1134211D,Nightmare,Gato,Domestic Short Hair,Preto,Macho,117
57026,0A1134211D,Nightmare,Gato,Domestic Short Hair,Preto,Macho,117
57027,None,Jackson Brown,Cachorro,Terrier/Mix,Marrom,Macho,25
57028,None,Miss Kitty,Gato,Domestic Short Hair,Torbie,Femea,171
57030,981020021492922,Geronimo,Gato,Domestic Short Hair,Marrom e Preto,Macho,20
57033,981020021437725,Wiley,Cachorro,Terrier/Hound,Creme,Macho,26
57033,981020021437725,Wiley,Cachorro,Terrier/Hound,Creme,Macho,26
57034,981020021518718,Frisk,Gato,Domestic Short Hair,Preto,Macho,20
57035,981020021465828,Joe,Cachorro,Shar-Pei/Mix,Creme,Macho,31
57036,981020019058983,Chance,Cachorro,"Schnauzer, Miniature",Preto,Macho,96
57037,None,Valdez,Gato,Domestic Medium Hair,Preto,Desconhecido,1203
57038,None,Pee Wee,Gato,Domestic Short Hair,Preto e Cinza,Femea,105
57041,982000362181840,Russell,Cachorro,Pug/Beagle,Castanho,Macho,62
57045,981020029743444,Mojito,Cachorro,Shar Pei/Mix,Chocolate,Femea,28
57045,981020029743444,Mojito,Cachorro,Shar Pei/Mix,Chocolate,Femea,28
57045,981020029743444,Mojito,Cachorro,Shar Pei/Mix,Chocolate,Femea,28
57046,981020021447415,Bon-Bon,Gato,Domestic Short Hair,Preto e Branco,Femea,22
57047,None,Fluffer Bumpkins,Coelho Domestico,Bunny Rabbit,Preto e Branco,Femea,19
57048,None,Miles,Cachorro,Beagle,Marrom e Branco,Macho,99
57049,None,Seven,Cachorro,American Bulldog/Mix,Branco,Macho,39
57050,981020021477297,Momma Kitty,Gato,Domestic Medium Hair,Torbie,Femea,58
57051,981020021853097,Natasha,Gato,Domestic Short Hair,Chocolate,Femea,17
57052,981020021501995,Imotep,Gato,Domestic Long Hair,Chocolate,Macho,17
57053,981020021506274,Tristen,Gato,Domestic Short Hair,Cinza,Macho,17
57054,981020021482727,Rocky,Cachorro,Terrier/Hound,Castanho e Preto,Macho,26
57055,981020021442267,Hanna,Cachorro,Chocolate Labrador Retriever,Chocolate,Femea,28
57055,981020021442267,Hanna,Cachorro,Chocolate Labrador Retriever,Chocolate,Femea,28
57055,981020021442267,Hanna,Cachorro,Chocolate Labrador Retriever,Chocolate,Femea,28
57056,981020021481903,Ireland,Cachorro,Hound/Heeler,Preto,Femea,17
57057,981020021470897,Argentina,Cachorro,Hound/Heeler,Marrom,Femea,17
57058,981020021462917,Norway,Cachorro,Hound/Heeler,Marrom,Macho,17
57059,981020021050453,MAGNUM,Cachorro,Hound/Heeler,Marrom,Macho,22
57060,981020021435604,Denmark,Cachorro,Hound/Heeler,Castanho,Macho,17
57061,981020021449175,Nepal,Cachorro,Hound/Heeler,Dourado,Macho,17
57062,956000003062066,Jay,Gato,Domestic Short Hair,Preto e Branco,Femea,57
57062,956000003062066,Jay,Gato,Domestic Short Hair,Preto e Branco,Femea,57
57062,956000003062066,Jay,Gato,Domestic Short Hair,Preto e Branco,Femea,57
57064,956000003069268,Jess,Gato,Domestic Short Hair,Preto e Branco,Femea,51
57064,956000003069268,Jess,Gato,Domestic Short Hair,Preto e Branco,Femea,51
57065,105538841,Colby,Cachorro,Yorkshire Terrier,Marrom,Macho,149
57065,105538841,Colby,Cachorro,Yorkshire Terrier,Marrom,Macho,149
57065,105538841,Colby,Cachorro,Yorkshire Terrier,Marrom,Macho,149
57065,105538841,Colby,Cachorro,Yorkshire Terrier,Marrom,Macho,149
57066,981020021484387,Moses,Cachorro,Boxer/Pitbull,Preto e Branco,Macho,19
57069,981020021468610,Napoleon,Gato,Domestic Short Hair,Cinza,Macho,16
57070,981020021474336,Abby Grace,Gato,Domestic Short Hair,Tartaruga,Femea,39
57070,981020021474336,Abby Grace,Gato,Domestic Short Hair,Tartaruga,Femea,39
57071,981020021069123,Aruba6,Gato,Domestic Short Hair,Preto,Femea,16
57072,0A11271B32,B Dog,Cachorro,Golden Retriever,Dourado,Macho,125
57074,981020021466401,Zachariah,Gato,Domestic Short Hair,Preto,Macho,39
57075,None,Katie,Cachorro,Coonhound/Vizsla,Vermelho,Femea,160
57077,981020021844583,Mary Jane,Gato,Domestic Short Hair,Laranja e Branco,Femea,63
57079,981020021482543,Miss Gray,Gato,Domestic Short Hair,Torbie,Femea,33
57080,981020021493877,Hibaby,Gato,Domestic Short Hair,Tartaruga,Femea,33
57081,981020021511257,Hihi,Gato,Domestic Short Hair,Cinza,Femea,39
57082,981020021498258,Coleen,Gato,Domestic Short Hair,Torbie,Femea,33
57083,981020021853687,Aileen,Gato,Domestic Short Hair,Tartaruga,Femea,33
57084,981020023192860,Sienna,Gato,Domestic Short Hair,Cinza e Branco,Femea,51
57084,981020023192860,Sienna,Gato,Domestic Short Hair,Cinza e Branco,Femea,51
57085,981020023519625,Sansa,Gato,Domestic Short Hair,Cinza e Branco,Femea,16
57085,981020023519625,Sansa,Gato,Domestic Short Hair,Cinza e Branco,Femea,16
57086,981020023198149,Sully,Gato,Domestic Short Hair,Cinza,Macho,16
57086,981020023198149,Sully,Gato,Domestic Short Hair,Cinza,Macho,16
57087,981020021437506,Bela,Cachorro,Pit Bull Terrier,Preto,Femea,154
57088,981020021857440,Ziggy,Cachorro,Pitbull/Mix,Tigrado e Preto,Macho,99
57089,None,Carolina,Coelho Domestico,Lionhead,Cinza,Femea,27
57090,941000018218083,Buddy,Cachorro,Pug/Beagle,Fulvo,Macho,41
57091,981020021463716,Shawn,Gato,Domestic Long Hair,"Marrom, Preto e Branco",Macho,26
57092,981020025754556,Lizzy Lou,Gato,Domestic Short Hair,Preto e Cinza,Femea,123
57092,981020025754556,Lizzy Lou,Gato,Domestic Short Hair,Preto e Cinza,Femea,123
57092,981020025754556,Lizzy Lou,Gato,Domestic Short Hair,Preto e Cinza,Femea,123
57095,981020021843008,Peanut,Gato,Domestic Short Hair,"Marrom, Preto e Branco",Femea,33
57095,981020021843008,Peanut,Gato,Domestic Short Hair,"Marrom, Preto e Branco",Femea,33
57096,981020021476854,Nala,Gato,Domestic Short Hair,Preto e Marrom,Femea,19
57096,981020021476854,Nala,Gato,Domestic Short Hair,Preto e Marrom,Femea,19
57097,981020021453120,Simba,Gato,Domestic Short Hair,"Marrom, Preto e Branco",Macho,17
57097,981020021453120,Simba,Gato,Domestic Short Hair,"Marrom, Preto e Branco",Macho,17
57098,981020021418310,Sarabi,Gato,Domestic Short Hair,"Marrom, Preto e Branco",Femea,17
57098,981020021418310,Sarabi,Gato,Domestic Short Hair,"Marrom, Preto e Branco",Femea,17
57099,981020021472968,Mufasa,Gato,Domestic Short Hair,Preto e Marrom,Macho,17
57099,981020021472968,Mufasa,Gato,Domestic Short Hair,Preto e Marrom,Macho,17
57100,None,Big Boy,Cabra,Goat,Tricolor,Macho,27
57101,None,Little Boy,Cabra,Goat,Tricolor,Macho,27
57102,None,Roy,Cabra,Goat,Tricolor,Macho,27
57103,None,Gail,Cabra,Goat,Tricolor,Femea,27
57107,981020021441528,Danni,Gato,Domestic Medium Hair,Cinza,Femea,75
57108,981020021446734,Julius,Gato,Domestic Short Hair,Laranja,Macho,87
57109,0A124A6942,Willow,Gato,Domestic Short Hair,Torbie,Femea,91
